start	end	action	reward
9.0	7.0	3.0	-3810.0
7.0	5.0	3.0	18404.0
5.0	0.0	2.0	-2304.0
0.0	6.0	0.0	-36501.0
6.0	2.0	0.0	24009.0
2.0	1.0	0.0	-570.0
3.0	1.0	3.0	3714.0
1.0	4.0	0.0	-11058.0
4.0	3.0	0.0	9819.0
3.0	8.0	3.0	13216.0
8.0	5.0	3.0	-2074.0
5.0	2.0	3.0	5219.0
2.0	1.0	1.0	-5469.0
1.0	9.0	3.0	7700.0
9.0	7.0	3.0	-8410.0
7.0	0.0	3.0	11605.0
0.0	6.0	0.0	-15601.0
6.0	4.0	3.0	2085.0
4.0	8.0	2.0	1459.0
8.0	7.0	0.0	-228.0
1.0	3.0	0.0	3271.0
3.0	5.0	0.0	-1277.0
5.0	7.0	3.0	8119.0
7.0	2.0	0.0	8957.0
2.0	9.0	3.0	2585.0
9.0	2.0	3.0	2846.0
2.0	5.0	3.0	-2178.0
5.0	6.0	0.0	-6288.0
6.0	3.0	3.0	15492.0
3.0	7.0	2.0	-1956.0
7.0	8.0	0.0	3956.0
8.0	0.0	0.0	-3665.0
0.0	4.0	0.0	5201.0
4.0	1.0	3.0	24173.0
2.0	0.0	0.0	-3160.0
0.0	1.0	3.0	12387.0
1.0	5.0	0.0	8578.0
5.0	7.0	3.0	1530.0
7.0	8.0	3.0	2435.0
8.0	3.0	0.0	-2418.0
3.0	9.0	3.0	8864.0
9.0	6.0	3.0	2374.0
6.0	0.0	3.0	4179.0
0.0	5.0	0.0	12258.0
5.0	4.0	3.0	-366.0
4.0	7.0	2.0	1384.0
7.0	3.0	0.0	-9361.0
3.0	9.0	2.0	6234.0
1.0	2.0	0.0	-4353.0
2.0	9.0	3.0	4784.0
9.0	1.0	0.0	-21057.0
1.0	5.0	1.0	10350.0
5.0	0.0	3.0	3929.0
0.0	3.0	0.0	6574.0
3.0	6.0	3.0	-2405.0
6.0	2.0	3.0	4832.0
2.0	4.0	3.0	2944.0
4.0	7.0	3.0	-1164.0
7.0	8.0	0.0	8349.0
8.0	2.0	0.0	7068.0
2.0	0.0	2.0	9220.0
0.0	4.0	2.0	-7528.0
3.0	7.0	3.0	298.0
7.0	5.0	0.0	-13599.0
5.0	6.0	0.0	-19403.0
6.0	9.0	0.0	4384.0
9.0	1.0	0.0	7318.0
1.0	8.0	0.0	-4971.0
8.0	0.0	0.0	-15223.0
0.0	5.0	0.0	12124.0
5.0	4.0	3.0	20368.0
4.0	7.0	2.0	-12516.0
7.0	6.0	4.0	102462.0
6.0	2.0	0.0	3894.0
2.0	9.0	3.0	-5292.0
9.0	3.0	2.0	-8548.0
1.0	6.0	4.0	105017.0
6.0	7.0	1.0	-4398.0
7.0	8.0	0.0	5517.0
8.0	9.0	3.0	4752.0
9.0	2.0	3.0	3393.0
2.0	4.0	3.0	7025.0
4.0	5.0	3.0	1052.0
5.0	3.0	0.0	-1050.0
3.0	6.0	3.0	-99760.0
6.0	4.0	0.0	-13973.0
4.0	1.0	1.0	1473.0
1.0	7.0	0.0	17024.0
7.0	9.0	2.0	-8440.0
9.0	0.0	0.0	6391.0
5.0	2.0	0.0	6091.0
2.0	8.0	3.0	5878.0
8.0	4.0	3.0	5176.0
4.0	0.0	3.0	4583.0
0.0	3.0	0.0	-10573.0
3.0	7.0	0.0	26351.0
7.0	9.0	0.0	10016.0
9.0	1.0	0.0	-20206.0
1.0	6.0	3.0	583.0
6.0	2.0	0.0	8300.0
2.0	5.0	2.0	8749.0
5.0	4.0	0.0	-21309.0
4.0	8.0	0.0	28598.0
8.0	7.0	0.0	1285.0
7.0	2.0	3.0	14181.0
2.0	6.0	0.0	-3384.0
6.0	1.0	1.0	-8880.0
1.0	0.0	3.0	11413.0
0.0	3.0	3.0	2742.0
3.0	4.0	0.0	-5518.0
4.0	9.0	0.0	-885.0
9.0	8.0	3.0	-234.0
8.0	2.0	2.0	-9876.0
2.0	6.0	0.0	-6639.0
6.0	1.0	0.0	18551.0
1.0	7.0	0.0	798.0
7.0	0.0	2.0	14787.0
0.0	5.0	3.0	-16070.0
4.0	1.0	0.0	-3634.0
1.0	7.0	3.0	-4512.0
7.0	9.0	0.0	8027.0
9.0	2.0	0.0	10946.0
2.0	0.0	3.0	10782.0
0.0	8.0	0.0	-12639.0
8.0	6.0	4.0	100972.0
6.0	5.0	3.0	7210.0
5.0	3.0	3.0	9097.0
3.0	7.0	2.0	-9432.0
7.0	1.0	3.0	11021.0
1.0	9.0	3.0	-3305.0
9.0	4.0	0.0	1631.0
4.0	6.0	3.0	-100000.0
6.0	0.0	3.0	-4586.0
0.0	2.0	0.0	-1936.0
2.0	9.0	3.0	14979.0
9.0	7.0	3.0	-971.0
7.0	6.0	0.0	5178.0
6.0	0.0	0.0	-9179.0
0.0	8.0	0.0	-2322.0
8.0	3.0	3.0	4535.0
3.0	1.0	1.0	-9708.0
1.0	5.0	3.0	13389.0
5.0	4.0	0.0	-9838.0
4.0	8.0	3.0	10651.0
8.0	2.0	3.0	546.0
2.0	9.0	2.0	3272.0
5.0	0.0	3.0	23048.0
0.0	1.0	1.0	-20594.0
1.0	3.0	3.0	3564.0
3.0	7.0	0.0	21416.0
7.0	6.0	4.0	95834.0
6.0	3.0	0.0	3415.0
3.0	0.0	2.0	-8183.0
0.0	5.0	0.0	-5903.0
5.0	1.0	1.0	-5577.0
1.0	2.0	3.0	10500.0
2.0	4.0	0.0	4700.0
4.0	7.0	0.0	-15669.0
7.0	8.0	0.0	13559.0
8.0	9.0	0.0	23784.0
1.0	7.0	0.0	1781.0
7.0	6.0	0.0	10613.0
6.0	4.0	3.0	-1324.0
4.0	8.0	3.0	3937.0
8.0	0.0	3.0	-2579.0
0.0	5.0	0.0	5806.0
5.0	2.0	0.0	10769.0
2.0	3.0	3.0	1959.0
3.0	9.0	0.0	3007.0
9.0	2.0	0.0	11535.0
2.0	0.0	0.0	10176.0
0.0	5.0	0.0	15480.0
5.0	4.0	0.0	-5950.0
4.0	7.0	0.0	-2103.0
6.0	8.0	0.0	-1679.0
8.0	7.0	3.0	-1997.0
7.0	9.0	0.0	8215.0
9.0	1.0	3.0	-2542.0
1.0	5.0	0.0	-850.0
5.0	4.0	0.0	8849.0
4.0	0.0	3.0	8044.0
0.0	8.0	0.0	-5436.0
8.0	2.0	3.0	4481.0
2.0	3.0	0.0	3254.0
3.0	6.0	4.0	96241.0
6.0	7.0	1.0	-2459.0
7.0	3.0	3.0	4901.0
3.0	4.0	3.0	12816.0
9.0	8.0	0.0	266.0
8.0	5.0	0.0	9992.0
5.0	4.0	0.0	1793.0
4.0	2.0	3.0	7259.0
2.0	1.0	1.0	-6771.0
1.0	4.0	1.0	-871.0
4.0	9.0	0.0	-6498.0
9.0	3.0	3.0	4936.0
3.0	5.0	0.0	2756.0
5.0	7.0	3.0	3072.0
7.0	0.0	0.0	8414.0
0.0	2.0	0.0	7958.0
2.0	6.0	4.0	107438.0
6.0	8.0	1.0	-7421.0
5.0	8.0	3.0	4254.0
8.0	4.0	3.0	-116.0
4.0	9.0	0.0	-13070.0
9.0	3.0	0.0	15849.0
3.0	1.0	1.0	-6468.0
1.0	6.0	0.0	7596.0
6.0	0.0	0.0	-13625.0
0.0	7.0	0.0	6403.0
7.0	1.0	4.0	98612.0
1.0	9.0	3.0	9622.0
9.0	5.0	3.0	1807.0
5.0	4.0	0.0	15815.0
4.0	0.0	3.0	5590.0
0.0	2.0	3.0	7632.0
3.0	8.0	3.0	3156.0
8.0	6.0	3.0	6150.0
6.0	7.0	1.0	1536.0
7.0	1.0	3.0	-3768.0
1.0	8.0	2.0	-4932.0
8.0	9.0	3.0	3086.0
9.0	2.0	0.0	18925.0
2.0	4.0	3.0	10108.0
4.0	5.0	0.0	-10016.0
5.0	0.0	3.0	12996.0
0.0	3.0	0.0	3367.0
3.0	9.0	0.0	16971.0
9.0	7.0	3.0	-8117.0
7.0	5.0	3.0	10585.0
2.0	0.0	3.0	13849.0
0.0	8.0	3.0	-3243.0
8.0	1.0	0.0	7716.0
1.0	4.0	0.0	7371.0
4.0	6.0	3.0	-3694.0
6.0	3.0	3.0	1596.0
3.0	4.0	0.0	-636.0
4.0	0.0	2.0	2778.0
0.0	8.0	0.0	-8170.0
8.0	1.0	1.0	-11883.0
1.0	9.0	0.0	-20384.0
9.0	7.0	0.0	21115.0
7.0	2.0	3.0	6857.0
2.0	5.0	3.0	-2267.0
6.0	4.0	3.0	1423.0
4.0	8.0	0.0	14835.0
8.0	3.0	3.0	2397.0
3.0	1.0	1.0	5284.0
1.0	5.0	3.0	-8164.0
5.0	9.0	0.0	-9439.0
9.0	0.0	3.0	4150.0
0.0	7.0	3.0	2452.0
7.0	3.0	0.0	10714.0
3.0	4.0	0.0	19633.0
4.0	6.0	2.0	-100000.0
6.0	0.0	0.0	-19097.0
0.0	9.0	0.0	-7683.0
9.0	5.0	2.0	-3402.0
8.0	1.0	3.0	-3481.0
1.0	5.0	1.0	6750.0
5.0	9.0	3.0	974.0
9.0	4.0	0.0	-15422.0
4.0	6.0	0.0	-10510.0
6.0	0.0	0.0	-13262.0
0.0	7.0	3.0	25265.0
7.0	2.0	3.0	-10785.0
2.0	8.0	0.0	7507.0
8.0	1.0	0.0	16502.0
1.0	3.0	1.0	-4230.0
3.0	7.0	2.0	-6152.0
7.0	5.0	0.0	-22499.0
5.0	2.0	0.0	26851.0
4.0	8.0	0.0	9247.0
8.0	1.0	0.0	6007.0
1.0	2.0	1.0	4592.0
2.0	6.0	0.0	5475.0
6.0	9.0	0.0	-11766.0
9.0	0.0	0.0	-7920.0
0.0	2.0	3.0	7778.0
2.0	8.0	0.0	18927.0
8.0	4.0	0.0	-8106.0
4.0	3.0	3.0	13228.0
3.0	5.0	3.0	-4488.0
5.0	7.0	3.0	10423.0
7.0	6.0	0.0	1037.0
6.0	1.0	3.0	5092.0
4.0	9.0	3.0	4011.0
9.0	7.0	3.0	854.0
7.0	3.0	3.0	-833.0
3.0	0.0	0.0	7539.0
0.0	5.0	0.0	11987.0
5.0	1.0	0.0	-2366.0
1.0	6.0	1.0	-3573.0
6.0	2.0	0.0	2373.0
2.0	3.0	0.0	10459.0
3.0	5.0	0.0	24626.0
5.0	8.0	3.0	-11707.0
8.0	0.0	3.0	12269.0
0.0	7.0	0.0	-285.0
7.0	6.0	4.0	105487.0
6.0	9.0	1.0	-7788.0
9.0	4.0	3.0	3445.0
4.0	8.0	0.0	17795.0
8.0	5.0	0.0	-5473.0
5.0	3.0	3.0	-10975.0
3.0	6.0	0.0	7607.0
6.0	1.0	1.0	-2546.0
1.0	2.0	1.0	-5390.0
2.0	0.0	3.0	13430.0
0.0	7.0	0.0	1870.0
7.0	9.0	3.0	9200.0
9.0	7.0	3.0	4984.0
7.0	5.0	3.0	647.0
5.0	2.0	3.0	-15525.0
4.0	3.0	3.0	-1900.0
3.0	1.0	3.0	-619.0
1.0	6.0	3.0	2516.0
6.0	8.0	1.0	-3119.0
8.0	2.0	3.0	10700.0
2.0	0.0	3.0	4954.0
0.0	4.0	2.0	-8789.0
4.0	1.0	0.0	4620.0
1.0	5.0	1.0	2611.0
5.0	7.0	0.0	-16329.0
7.0	6.0	1.0	36.0
6.0	9.0	3.0	-5696.0
9.0	8.0	3.0	4823.0
8.0	3.0	2.0	-429.0
6.0	1.0	1.0	-6221.0
1.0	4.0	1.0	7252.0
4.0	5.0	3.0	1162.0
5.0	7.0	3.0	7061.0
7.0	8.0	0.0	3057.0
8.0	9.0	0.0	5438.0
9.0	2.0	0.0	9026.0
2.0	0.0	0.0	23746.0
0.0	8.0	3.0	3280.0
8.0	4.0	3.0	441.0
4.0	9.0	0.0	-11500.0
9.0	2.0	0.0	-2938.0
2.0	3.0	0.0	2723.0
3.0	5.0	2.0	7602.0
7.0	5.0	0.0	-5760.0
5.0	6.0	3.0	95.0
6.0	7.0	0.0	8804.0
7.0	4.0	3.0	1546.0
4.0	1.0	1.0	-4533.0
1.0	3.0	3.0	7291.0
3.0	9.0	0.0	2841.0
9.0	8.0	0.0	11867.0
8.0	0.0	3.0	20224.0
0.0	5.0	0.0	-7530.0
5.0	2.0	3.0	5041.0
2.0	5.0	0.0	-11054.0
5.0	1.0	1.0	-8400.0
1.0	3.0	2.0	-3328.0
3.0	4.0	0.0	7558.0
4.0	7.0	0.0	-3954.0
7.0	8.0	3.0	-2749.0
8.0	9.0	3.0	6971.0
9.0	0.0	3.0	2260.0
0.0	7.0	3.0	3653.0
7.0	6.0	3.0	2102.0
6.0	8.0	0.0	-6034.0
8.0	5.0	3.0	4335.0
5.0	9.0	0.0	-1555.0
9.0	2.0	3.0	-982.0
2.0	3.0	3.0	9102.0
3.0	4.0	1.0	-6768.0
4.0	1.0	1.0	-484.0
5.0	0.0	0.0	-2233.0
0.0	3.0	3.0	6787.0
3.0	1.0	1.0	167.0
1.0	2.0	1.0	-4466.0
2.0	9.0	0.0	2730.0
9.0	7.0	0.0	5163.0
7.0	8.0	3.0	16924.0
8.0	6.0	1.0	-9931.0
6.0	4.0	3.0	5532.0
4.0	8.0	2.0	-5871.0
8.0	9.0	3.0	4375.0
9.0	2.0	3.0	7463.0
2.0	5.0	2.0	-7660.0
5.0	3.0	2.0	-627.0
0.0	7.0	3.0	86.0
7.0	3.0	3.0	3423.0
3.0	1.0	3.0	-3636.0
1.0	7.0	2.0	160.0
7.0	0.0	3.0	2462.0
0.0	4.0	3.0	-3867.0
4.0	9.0	3.0	11119.0
9.0	8.0	3.0	-2421.0
8.0	2.0	0.0	25494.0
2.0	6.0	3.0	1630.0
6.0	5.0	0.0	-23848.0
5.0	3.0	0.0	15280.0
3.0	6.0	2.0	-3040.0
6.0	0.0	0.0	-16569.0
2.0	0.0	0.0	599.0
0.0	7.0	0.0	24441.0
7.0	9.0	3.0	7511.0
9.0	4.0	3.0	9151.0
4.0	8.0	0.0	-5688.0
8.0	2.0	0.0	17755.0
2.0	6.0	4.0	104801.0
6.0	9.0	0.0	-6584.0
9.0	7.0	0.0	22038.0
7.0	4.0	0.0	-11830.0
4.0	5.0	3.0	12043.0
5.0	0.0	0.0	-16470.0
0.0	1.0	3.0	26847.0
1.0	3.0	3.0	919.0
4.0	1.0	0.0	988.0
1.0	5.0	3.0	3461.0
5.0	2.0	0.0	2993.0
2.0	7.0	3.0	7929.0
7.0	0.0	0.0	4708.0
0.0	6.0	0.0	-2810.0
6.0	3.0	0.0	-470.0
3.0	9.0	0.0	-2886.0
9.0	5.0	0.0	-1321.0
5.0	3.0	0.0	12730.0
3.0	7.0	2.0	5019.0
7.0	0.0	1.0	-2392.0
0.0	6.0	3.0	-11561.0
6.0	4.0	0.0	-4983.0
1.0	4.0	1.0	-3071.0
4.0	8.0	3.0	6548.0
8.0	7.0	0.0	783.0
7.0	5.0	0.0	-698.0
5.0	6.0	4.0	105238.0
6.0	3.0	3.0	7301.0
3.0	0.0	3.0	-6418.0
0.0	1.0	3.0	12956.0
1.0	2.0	0.0	-7921.0
2.0	9.0	3.0	8180.0
9.0	4.0	3.0	-15691.0
4.0	0.0	2.0	16570.0
0.0	7.0	0.0	14130.0
7.0	9.0	0.0	-6993.0
5.0	2.0	0.0	8691.0
2.0	3.0	0.0	16977.0
3.0	8.0	0.0	9894.0
8.0	1.0	3.0	6035.0
1.0	6.0	0.0	4503.0
6.0	9.0	1.0	-7528.0
9.0	7.0	3.0	6914.0
7.0	0.0	3.0	5905.0
0.0	2.0	3.0	-11062.0
2.0	5.0	3.0	13188.0
5.0	4.0	0.0	3278.0
4.0	8.0	3.0	-259.0
8.0	1.0	0.0	11011.0
1.0	3.0	3.0	10157.0
5.0	9.0	0.0	-16207.0
9.0	4.0	3.0	12554.0
4.0	6.0	0.0	-20337.0
6.0	1.0	1.0	-5697.0
1.0	0.0	0.0	6739.0
0.0	3.0	0.0	-11119.0
3.0	7.0	0.0	11907.0
7.0	8.0	3.0	10977.0
8.0	7.0	0.0	11732.0
7.0	0.0	0.0	18525.0
0.0	4.0	0.0	-4515.0
4.0	3.0	0.0	-5907.0
3.0	5.0	0.0	36355.0
5.0	9.0	0.0	-27006.0
2.0	6.0	0.0	5906.0
6.0	9.0	1.0	967.0
9.0	4.0	3.0	3424.0
4.0	7.0	0.0	-12445.0
7.0	8.0	3.0	7715.0
8.0	0.0	0.0	-14142.0
0.0	5.0	0.0	20876.0
5.0	1.0	3.0	8364.0
1.0	2.0	2.0	-14407.0
2.0	3.0	3.0	18069.0
3.0	6.0	0.0	-6510.0
6.0	2.0	3.0	13158.0
2.0	8.0	0.0	12597.0
8.0	1.0	0.0	8635.0
1.0	7.0	3.0	3905.0
7.0	5.0	0.0	-14340.0
5.0	0.0	3.0	19634.0
0.0	4.0	3.0	4606.0
4.0	3.0	0.0	2466.0
3.0	4.0	0.0	5005.0
4.0	8.0	3.0	2062.0
8.0	7.0	0.0	22604.0
7.0	5.0	0.0	-24945.0
5.0	0.0	2.0	12238.0
0.0	6.0	4.0	89342.0
6.0	9.0	1.0	-774.0
9.0	1.0	2.0	-9481.0
1.0	2.0	1.0	6935.0
6.0	5.0	0.0	-22228.0
5.0	4.0	3.0	3693.0
4.0	2.0	0.0	8215.0
2.0	7.0	3.0	5412.0
7.0	1.0	0.0	3626.0
1.0	3.0	3.0	3311.0
3.0	0.0	0.0	-2258.0
0.0	8.0	3.0	10360.0
8.0	9.0	0.0	7632.0
9.0	0.0	3.0	917.0
0.0	7.0	0.0	7396.0
7.0	4.0	0.0	3105.0
4.0	3.0	2.0	-7346.0
3.0	6.0	2.0	6930.0
5.0	1.0	1.0	-4767.0
1.0	6.0	1.0	-1750.0
6.0	9.0	1.0	4019.0
9.0	4.0	3.0	-5941.0
4.0	3.0	3.0	12620.0
3.0	5.0	3.0	-698.0
5.0	7.0	0.0	8108.0
7.0	1.0	4.0	104681.0
1.0	0.0	0.0	-11804.0
0.0	8.0	3.0	230.0
8.0	2.0	0.0	17256.0
2.0	4.0	2.0	-16573.0
4.0	7.0	3.0	22968.0
7.0	8.0	0.0	7915.0
1.0	9.0	0.0	-17342.0
9.0	6.0	4.0	111927.0
6.0	0.0	0.0	-26409.0
0.0	3.0	0.0	27238.0
3.0	5.0	0.0	8598.0
5.0	9.0	0.0	-20031.0
9.0	0.0	0.0	10058.0
0.0	6.0	3.0	-90663.0
6.0	7.0	1.0	-10813.0
7.0	4.0	3.0	9121.0
4.0	3.0	3.0	-1274.0
3.0	2.0	3.0	-9751.0
2.0	8.0	3.0	10272.0
8.0	1.0	0.0	7318.0
4.0	1.0	3.0	9937.0
1.0	5.0	3.0	-8144.0
5.0	0.0	0.0	8025.0
0.0	6.0	0.0	995.0
6.0	9.0	3.0	12558.0
9.0	2.0	0.0	-5289.0
2.0	3.0	0.0	5501.0
3.0	8.0	0.0	30778.0
8.0	3.0	3.0	9371.0
3.0	9.0	2.0	-24419.0
9.0	5.0	2.0	-2225.0
5.0	4.0	3.0	1090.0
4.0	6.0	0.0	-23453.0
6.0	1.0	2.0	8649.0
7.0	0.0	3.0	5463.0
0.0	1.0	1.0	-6549.0
1.0	0.0	1.0	-100000.0
0.0	4.0	3.0	5299.0
4.0	9.0	3.0	-4689.0
9.0	6.0	1.0	2162.0
6.0	7.0	0.0	2984.0
7.0	5.0	0.0	-7056.0
5.0	3.0	0.0	15820.0
3.0	8.0	0.0	10385.0
8.0	2.0	3.0	2398.0
2.0	4.0	2.0	2810.0
4.0	7.0	0.0	-29108.0
7.0	0.0	2.0	-6652.0
0.0	5.0	0.0	4628.0
5.0	1.0	3.0	9921.0
1.0	3.0	3.0	319.0
3.0	9.0	3.0	-341.0
9.0	8.0	3.0	16661.0
8.0	3.0	0.0	-10118.0
3.0	2.0	3.0	16684.0
2.0	1.0	2.0	-11897.0
1.0	9.0	2.0	170.0
9.0	7.0	0.0	1630.0
7.0	5.0	3.0	4722.0
5.0	6.0	3.0	3587.0
6.0	4.0	0.0	-22760.0
4.0	0.0	2.0	9006.0
4.0	3.0	3.0	-1710.0
3.0	9.0	3.0	7171.0
9.0	7.0	3.0	4660.0
7.0	5.0	3.0	-575.0
5.0	2.0	0.0	6417.0
2.0	1.0	1.0	-8308.0
1.0	0.0	0.0	3057.0
0.0	8.0	0.0	-8847.0
8.0	4.0	2.0	-1950.0
4.0	7.0	2.0	1240.0
7.0	0.0	3.0	1850.0
0.0	3.0	0.0	361.0
3.0	5.0	0.0	17734.0
5.0	2.0	0.0	-6120.0
2.0	9.0	3.0	5045.0
9.0	1.0	0.0	-12997.0
1.0	8.0	0.0	-668.0
8.0	5.0	0.0	-7870.0
5.0	2.0	2.0	4926.0
2.0	4.0	3.0	969.0
4.0	7.0	3.0	2462.0
7.0	3.0	3.0	9492.0
3.0	6.0	4.0	99740.0
6.0	9.0	0.0	-10301.0
9.0	0.0	3.0	21274.0
0.0	4.0	0.0	-14026.0
4.0	3.0	0.0	7050.0
3.0	8.0	3.0	4155.0
8.0	9.0	0.0	-820.0
9.0	7.0	0.0	4011.0
7.0	1.0	0.0	3046.0
1.0	5.0	1.0	4283.0
5.0	6.0	0.0	-14365.0
6.0	9.0	1.0	2890.0
9.0	4.0	3.0	11800.0
4.0	2.0	0.0	-12193.0
2.0	1.0	3.0	25676.0
1.0	5.0	3.0	483.0
5.0	0.0	3.0	-8335.0
0.0	3.0	0.0	11975.0
3.0	8.0	0.0	20059.0
8.0	7.0	3.0	-442.0
5.0	4.0	3.0	5710.0
4.0	2.0	0.0	-3138.0
2.0	8.0	3.0	17160.0
8.0	3.0	0.0	-2532.0
3.0	7.0	0.0	22279.0
7.0	9.0	0.0	-10263.0
9.0	1.0	3.0	20556.0
1.0	6.0	3.0	8826.0
6.0	4.0	0.0	-10891.0
4.0	5.0	3.0	20800.0
5.0	9.0	3.0	-17668.0
9.0	8.0	0.0	18819.0
8.0	1.0	2.0	-13534.0
1.0	0.0	0.0	-8671.0
0.0	2.0	3.0	10427.0
2.0	7.0	0.0	2202.0
7.0	2.0	2.0	-8670.0
2.0	4.0	3.0	12681.0
4.0	5.0	0.0	2670.0
5.0	8.0	3.0	-8188.0
8.0	1.0	3.0	7847.0
1.0	3.0	1.0	-7173.0
3.0	0.0	1.0	6638.0
0.0	6.0	3.0	-5888.0
6.0	9.0	0.0	1261.0
9.0	4.0	2.0	-3001.0
4.0	7.0	3.0	8738.0
7.0	2.0	3.0	-5695.0
8.0	3.0	0.0	14693.0
3.0	6.0	4.0	100735.0
6.0	1.0	3.0	-2126.0
1.0	0.0	1.0	4269.0
0.0	5.0	3.0	6977.0
5.0	6.0	2.0	-100000.0
6.0	4.0	3.0	6606.0
4.0	7.0	3.0	629.0
7.0	1.0	2.0	-11250.0
1.0	8.0	3.0	6773.0
8.0	9.0	0.0	1568.0
9.0	3.0	3.0	3549.0
3.0	2.0	0.0	6126.0
2.0	0.0	3.0	-3953.0
4.0	8.0	3.0	2500.0
8.0	3.0	3.0	984.0
3.0	9.0	3.0	3160.0
9.0	6.0	1.0	2616.0
6.0	2.0	0.0	-3639.0
2.0	0.0	3.0	6807.0
0.0	5.0	3.0	5820.0
5.0	1.0	3.0	607.0
1.0	4.0	1.0	-5304.0
4.0	8.0	0.0	4777.0
8.0	0.0	2.0	-1152.0
0.0	6.0	0.0	-9144.0
6.0	5.0	2.0	5489.0
5.0	3.0	0.0	-4865.0
7.0	3.0	3.0	10938.0
3.0	9.0	0.0	-1052.0
9.0	2.0	0.0	22098.0
2.0	4.0	3.0	2481.0
4.0	3.0	0.0	3240.0
3.0	1.0	1.0	-695.0
1.0	7.0	0.0	1335.0
7.0	6.0	3.0	2320.0
6.0	5.0	3.0	9377.0
5.0	0.0	3.0	10152.0
0.0	8.0	0.0	-22366.0
8.0	2.0	3.0	4932.0
2.0	0.0	2.0	3935.0
0.0	5.0	2.0	-18115.0
4.0	9.0	0.0	4065.0
9.0	7.0	0.0	-2727.0
7.0	5.0	3.0	8039.0
5.0	3.0	0.0	-4268.0
3.0	1.0	0.0	536.0
1.0	4.0	1.0	-7781.0
4.0	8.0	3.0	1306.0
8.0	7.0	0.0	10798.0
7.0	3.0	3.0	-1053.0
3.0	9.0	3.0	7398.0
9.0	0.0	0.0	-19223.0
0.0	5.0	2.0	9603.0
5.0	2.0	0.0	-953.0
2.0	6.0	4.0	108494.0
4.0	7.0	3.0	2524.0
7.0	6.0	3.0	-3835.0
6.0	8.0	1.0	6621.0
8.0	0.0	0.0	-23093.0
0.0	3.0	3.0	9303.0
3.0	9.0	3.0	-3714.0
9.0	1.0	3.0	8061.0
1.0	5.0	1.0	-3213.0
5.0	3.0	2.0	1576.0
3.0	4.0	0.0	157.0
