start	end	action	reward
0.0	1.0	3.0	7604.0
1.0	8.0	3.0	8145.0
8.0	4.0	0.0	3834.0
4.0	5.0	0.0	15369.0
5.0	9.0	0.0	10401.0
9.0	7.0	3.0	-12782.0
7.0	6.0	4.0	114572.0
6.0	2.0	3.0	-3584.0
2.0	5.0	0.0	328.0
5.0	9.0	0.0	-240.0
9.0	8.0	2.0	-2054.0
8.0	6.0	3.0	-92624.0
6.0	0.0	0.0	-30455.0
0.0	4.0	0.0	8754.0
4.0	3.0	0.0	5225.0
3.0	7.0	0.0	6924.0
7.0	2.0	3.0	-944.0
2.0	3.0	0.0	24443.0
3.0	1.0	0.0	-9621.0
1.0	9.0	3.0	-828.0
9.0	4.0	3.0	8081.0
4.0	5.0	3.0	-2559.0
5.0	8.0	0.0	-13463.0
8.0	0.0	3.0	23614.0
0.0	6.0	4.0	92687.0
6.0	2.0	0.0	4046.0
2.0	3.0	1.0	-13666.0
3.0	1.0	3.0	2129.0
7.0	0.0	3.0	11737.0
0.0	8.0	3.0	1488.0
8.0	9.0	3.0	12836.0
9.0	1.0	3.0	-4560.0
1.0	5.0	0.0	358.0
5.0	4.0	3.0	5800.0
4.0	8.0	0.0	947.0
8.0	1.0	2.0	1978.0
1.0	9.0	2.0	4695.0
9.0	3.0	0.0	1309.0
3.0	7.0	0.0	-346.0
7.0	2.0	3.0	10251.0
2.0	6.0	0.0	-9703.0
6.0	0.0	0.0	4741.0
0.0	8.0	0.0	-9412.0
8.0	4.0	0.0	14088.0
4.0	9.0	0.0	-8339.0
9.0	6.0	1.0	3342.0
6.0	7.0	1.0	-10502.0
7.0	2.0	3.0	13860.0
2.0	1.0	1.0	-8235.0
1.0	3.0	3.0	4950.0
3.0	7.0	3.0	14800.0
7.0	5.0	3.0	-211.0
5.0	2.0	0.0	-3797.0
2.0	8.0	3.0	-6608.0
8.0	4.0	3.0	9796.0
4.0	6.0	3.0	12596.0
9.0	1.0	3.0	1015.0
1.0	0.0	1.0	4238.0
0.0	6.0	4.0	101554.0
6.0	4.0	0.0	-13678.0
4.0	9.0	3.0	3344.0
9.0	3.0	3.0	7341.0
3.0	2.0	0.0	2521.0
2.0	8.0	0.0	8194.0
8.0	7.0	3.0	1129.0
7.0	5.0	3.0	1900.0
5.0	1.0	1.0	-4475.0
1.0	8.0	3.0	12117.0
8.0	5.0	0.0	-15964.0
5.0	6.0	0.0	-7049.0
2.0	7.0	3.0	-2694.0
7.0	0.0	3.0	4950.0
0.0	9.0	3.0	7450.0
9.0	6.0	3.0	-6122.0
6.0	4.0	3.0	8905.0
4.0	6.0	0.0	-11263.0
6.0	9.0	0.0	-297.0
9.0	1.0	0.0	-12722.0
1.0	8.0	0.0	21287.0
8.0	3.0	0.0	-9822.0
3.0	5.0	0.0	1029.0
5.0	2.0	0.0	7949.0
2.0	7.0	0.0	24736.0
7.0	0.0	0.0	-672.0
3.0	9.0	0.0	5683.0
9.0	6.0	3.0	15178.0
6.0	8.0	3.0	-5423.0
8.0	2.0	3.0	13803.0
2.0	0.0	0.0	-13546.0
0.0	5.0	0.0	17620.0
5.0	1.0	0.0	6314.0
1.0	7.0	3.0	-316.0
7.0	0.0	0.0	8443.0
0.0	4.0	3.0	5844.0
4.0	2.0	0.0	5085.0
2.0	1.0	3.0	23302.0
1.0	6.0	4.0	95452.0
6.0	9.0	0.0	3584.0
8.0	9.0	3.0	7715.0
9.0	3.0	0.0	-4230.0
3.0	9.0	0.0	11359.0
9.0	7.0	3.0	6821.0
7.0	0.0	0.0	16167.0
0.0	8.0	0.0	-1179.0
8.0	2.0	3.0	-6239.0
2.0	1.0	3.0	256.0
1.0	4.0	1.0	4676.0
4.0	6.0	0.0	-28091.0
6.0	5.0	3.0	24627.0
5.0	0.0	3.0	-16225.0
0.0	9.0	0.0	-10241.0
9.0	6.0	3.0	13445.0
1.0	3.0	3.0	5246.0
3.0	8.0	3.0	3539.0
8.0	7.0	3.0	3124.0
7.0	6.0	0.0	8687.0
6.0	4.0	0.0	-28158.0
4.0	1.0	0.0	9465.0
1.0	3.0	1.0	4011.0
3.0	5.0	0.0	-4101.0
5.0	7.0	2.0	5520.0
7.0	8.0	0.0	3285.0
8.0	9.0	0.0	9348.0
9.0	2.0	3.0	-2543.0
2.0	6.0	4.0	102490.0
6.0	0.0	3.0	9867.0
7.0	6.0	0.0	18835.0
6.0	2.0	0.0	2903.0
2.0	5.0	3.0	4192.0
5.0	0.0	3.0	-702.0
0.0	3.0	0.0	7186.0
3.0	9.0	0.0	10059.0
9.0	1.0	3.0	311.0
1.0	8.0	0.0	20262.0
8.0	2.0	0.0	-6132.0
2.0	4.0	0.0	28580.0
4.0	7.0	1.0	3073.0
7.0	9.0	3.0	741.0
9.0	5.0	2.0	-9790.0
5.0	0.0	2.0	330.0
1.0	0.0	1.0	-2823.0
0.0	3.0	0.0	-2953.0
3.0	1.0	1.0	5216.0
1.0	7.0	3.0	-1184.0
7.0	6.0	4.0	103096.0
6.0	0.0	3.0	4810.0
0.0	2.0	0.0	1530.0
2.0	5.0	0.0	3157.0
5.0	4.0	3.0	7245.0
4.0	8.0	0.0	16049.0
8.0	9.0	3.0	6220.0
9.0	1.0	4.0	95068.0
1.0	6.0	3.0	-96355.0
6.0	8.0	3.0	-8916.0
5.0	3.0	3.0	6313.0
3.0	2.0	3.0	238.0
2.0	4.0	3.0	6321.0
4.0	0.0	3.0	-2119.0
0.0	7.0	3.0	7777.0
7.0	2.0	0.0	5891.0
2.0	8.0	3.0	230.0
8.0	9.0	0.0	9868.0
9.0	3.0	2.0	-7085.0
3.0	4.0	2.0	377.0
4.0	6.0	0.0	-15066.0
6.0	1.0	3.0	1451.0
1.0	5.0	3.0	4505.0
5.0	0.0	2.0	7277.0
3.0	9.0	3.0	1492.0
9.0	0.0	0.0	-11096.0
0.0	1.0	0.0	11934.0
1.0	7.0	0.0	2021.0
7.0	5.0	0.0	-21204.0
5.0	4.0	0.0	3347.0
4.0	2.0	3.0	18219.0
2.0	6.0	3.0	15206.0
6.0	2.0	0.0	-15537.0
2.0	7.0	0.0	11513.0
7.0	0.0	0.0	-2598.0
0.0	5.0	3.0	13897.0
5.0	3.0	0.0	-3920.0
3.0	1.0	1.0	3607.0
4.0	8.0	3.0	9615.0
8.0	9.0	0.0	-4827.0
9.0	0.0	0.0	4001.0
0.0	6.0	4.0	109382.0
6.0	7.0	1.0	2322.0
7.0	4.0	0.0	-24271.0
4.0	5.0	0.0	-3915.0
5.0	3.0	3.0	6485.0
3.0	1.0	3.0	22718.0
1.0	8.0	2.0	-16744.0
8.0	2.0	3.0	21259.0
2.0	9.0	3.0	-905.0
9.0	3.0	2.0	-2678.0
3.0	1.0	1.0	-7427.0
1.0	4.0	0.0	-2070.0
4.0	8.0	0.0	33992.0
8.0	6.0	4.0	97265.0
6.0	0.0	0.0	-19165.0
0.0	5.0	3.0	10519.0
5.0	6.0	3.0	-100000.0
6.0	9.0	1.0	26174.0
9.0	2.0	0.0	-13318.0
2.0	3.0	3.0	17778.0
3.0	1.0	0.0	-5438.0
1.0	8.0	3.0	1564.0
8.0	0.0	0.0	-13727.0
0.0	7.0	0.0	6330.0
7.0	4.0	3.0	18042.0
9.0	2.0	0.0	19848.0
2.0	5.0	0.0	6647.0
5.0	1.0	1.0	-13979.0
1.0	4.0	1.0	4581.0
4.0	6.0	4.0	103619.0
6.0	8.0	1.0	3303.0
8.0	0.0	3.0	-2365.0
0.0	3.0	0.0	7909.0
3.0	9.0	0.0	7268.0
9.0	2.0	0.0	25031.0
2.0	1.0	4.0	87052.0
1.0	4.0	3.0	433.0
4.0	7.0	3.0	11972.0
7.0	0.0	0.0	5964.0
5.0	8.0	0.0	-11832.0
8.0	6.0	3.0	25068.0
6.0	3.0	3.0	-16249.0
3.0	0.0	3.0	11806.0
0.0	9.0	0.0	-11305.0
9.0	1.0	3.0	6072.0
1.0	7.0	3.0	9363.0
7.0	4.0	3.0	1077.0
4.0	5.0	0.0	-13550.0
5.0	2.0	3.0	26936.0
2.0	8.0	0.0	1906.0
8.0	3.0	0.0	-572.0
3.0	0.0	2.0	-1221.0
0.0	7.0	2.0	7745.0
5.0	7.0	3.0	2501.0
7.0	6.0	1.0	1358.0
6.0	4.0	0.0	-15282.0
4.0	1.0	1.0	-6309.0
1.0	2.0	3.0	9116.0
2.0	5.0	0.0	9285.0
5.0	1.0	1.0	-14608.0
1.0	4.0	1.0	5683.0
4.0	0.0	0.0	15355.0
0.0	7.0	2.0	-2755.0
7.0	9.0	3.0	13047.0
9.0	6.0	1.0	-12168.0
6.0	8.0	0.0	-936.0
8.0	3.0	3.0	5219.0
9.0	6.0	3.0	1024.0
6.0	7.0	0.0	587.0
7.0	4.0	3.0	2120.0
4.0	0.0	0.0	2872.0
0.0	1.0	1.0	-4605.0
1.0	3.0	0.0	-4531.0
3.0	2.0	0.0	8418.0
2.0	5.0	0.0	2843.0
5.0	9.0	0.0	16066.0
9.0	0.0	0.0	-10027.0
0.0	1.0	3.0	14220.0
1.0	8.0	3.0	77.0
8.0	3.0	3.0	-7450.0
3.0	2.0	1.0	-12506.0
2.0	4.0	3.0	821.0
4.0	6.0	0.0	-17801.0
6.0	2.0	3.0	12056.0
2.0	7.0	3.0	5591.0
7.0	3.0	0.0	-3643.0
3.0	1.0	0.0	7189.0
1.0	5.0	3.0	7292.0
5.0	8.0	0.0	-25378.0
8.0	4.0	0.0	31030.0
4.0	0.0	3.0	8964.0
0.0	9.0	3.0	-571.0
9.0	8.0	0.0	-6725.0
8.0	0.0	2.0	6756.0
0.0	1.0	3.0	6445.0
7.0	5.0	0.0	-11700.0
5.0	2.0	0.0	18872.0
2.0	3.0	0.0	19168.0
3.0	4.0	0.0	-8125.0
4.0	1.0	1.0	10570.0
1.0	8.0	3.0	1860.0
8.0	6.0	3.0	-5601.0
6.0	3.0	0.0	9697.0
3.0	2.0	3.0	-4786.0
2.0	5.0	3.0	598.0
5.0	9.0	3.0	12450.0
9.0	7.0	2.0	-13340.0
7.0	4.0	3.0	14512.0
4.0	0.0	3.0	-6346.0
9.0	5.0	0.0	-11123.0
5.0	3.0	3.0	20118.0
3.0	1.0	1.0	-11152.0
1.0	2.0	3.0	10253.0
2.0	6.0	0.0	-8667.0
6.0	8.0	0.0	6271.0
8.0	7.0	0.0	-6780.0
7.0	4.0	0.0	15768.0
4.0	6.0	4.0	100990.0
6.0	9.0	2.0	-4203.0
9.0	0.0	3.0	-8586.0
0.0	8.0	3.0	2953.0
8.0	5.0	3.0	-273.0
5.0	1.0	1.0	-2814.0
1.0	3.0	0.0	-8562.0
3.0	2.0	3.0	10023.0
2.0	8.0	3.0	1182.0
8.0	9.0	3.0	4549.0
9.0	4.0	3.0	3812.0
4.0	0.0	3.0	-1246.0
0.0	5.0	3.0	-2468.0
5.0	7.0	3.0	10780.0
7.0	6.0	0.0	367.0
6.0	1.0	0.0	-3715.0
1.0	3.0	1.0	10176.0
3.0	5.0	0.0	-3052.0
5.0	7.0	2.0	2407.0
7.0	4.0	2.0	715.0
1.0	4.0	3.0	4391.0
4.0	0.0	3.0	2971.0
0.0	6.0	0.0	-11660.0
6.0	8.0	3.0	10219.0
8.0	9.0	3.0	3229.0
9.0	1.0	3.0	-9507.0
1.0	4.0	2.0	4050.0
4.0	6.0	0.0	-23190.0
6.0	0.0	0.0	-11232.0
0.0	7.0	3.0	5629.0
7.0	2.0	0.0	15683.0
2.0	8.0	2.0	-1955.0
8.0	3.0	3.0	-6336.0
3.0	5.0	0.0	10334.0
7.0	3.0	0.0	6898.0
3.0	1.0	0.0	7734.0
1.0	6.0	4.0	99737.0
6.0	9.0	1.0	1384.0
9.0	2.0	3.0	3879.0
2.0	0.0	3.0	-1421.0
0.0	8.0	3.0	9010.0
8.0	4.0	3.0	-2137.0
4.0	1.0	0.0	380.0
1.0	7.0	2.0	-1381.0
7.0	3.0	0.0	-1420.0
3.0	5.0	3.0	8585.0
5.0	8.0	2.0	-12122.0
8.0	6.0	2.0	-100000.0
6.0	9.0	3.0	8054.0
9.0	0.0	3.0	3106.0
0.0	7.0	0.0	7079.0
7.0	5.0	3.0	8962.0
5.0	2.0	0.0	3569.0
2.0	6.0	3.0	-97207.0
6.0	3.0	3.0	6219.0
3.0	4.0	0.0	-4723.0
4.0	1.0	1.0	-2994.0
1.0	8.0	0.0	-10704.0
8.0	9.0	0.0	19678.0
9.0	4.0	3.0	5457.0
4.0	2.0	3.0	5303.0
2.0	1.0	0.0	-626.0
8.0	3.0	0.0	13200.0
3.0	1.0	3.0	-17.0
1.0	5.0	0.0	-1930.0
5.0	7.0	0.0	-8101.0
7.0	6.0	0.0	16231.0
6.0	7.0	3.0	9675.0
7.0	4.0	0.0	-16857.0
4.0	0.0	3.0	11375.0
0.0	3.0	0.0	-7770.0
3.0	8.0	0.0	8006.0
8.0	9.0	3.0	4228.0
9.0	2.0	0.0	11704.0
2.0	5.0	0.0	19035.0
5.0	1.0	0.0	-4016.0
6.0	7.0	1.0	1778.0
7.0	5.0	3.0	2027.0
5.0	2.0	3.0	1969.0
2.0	0.0	3.0	9272.0
0.0	1.0	0.0	-14729.0
1.0	8.0	0.0	3260.0
8.0	4.0	0.0	32615.0
4.0	3.0	0.0	2378.0
3.0	0.0	0.0	11636.0
0.0	6.0	4.0	90789.0
6.0	7.0	3.0	16244.0
7.0	4.0	0.0	-21176.0
4.0	5.0	2.0	-8927.0
5.0	1.0	1.0	12085.0
8.0	1.0	3.0	-3080.0
1.0	9.0	0.0	5937.0
9.0	5.0	0.0	-16405.0
5.0	7.0	3.0	-143.0
7.0	4.0	3.0	10438.0
4.0	6.0	3.0	3106.0
6.0	3.0	0.0	-4348.0
3.0	8.0	0.0	22190.0
8.0	2.0	3.0	-5778.0
2.0	1.0	1.0	835.0
1.0	0.0	3.0	-7609.0
0.0	3.0	0.0	5196.0
3.0	6.0	0.0	20829.0
6.0	4.0	2.0	-6452.0
9.0	7.0	0.0	4488.0
7.0	4.0	3.0	6514.0
4.0	1.0	0.0	-4623.0
1.0	8.0	3.0	9498.0
8.0	2.0	3.0	2471.0
2.0	8.0	2.0	-8056.0
8.0	0.0	0.0	-3174.0
0.0	6.0	3.0	-5763.0
6.0	5.0	0.0	-13705.0
5.0	9.0	0.0	10060.0
9.0	7.0	3.0	9592.0
7.0	3.0	3.0	-5978.0
3.0	1.0	0.0	-5158.0
1.0	4.0	2.0	23987.0
1.0	5.0	1.0	5698.0
5.0	2.0	0.0	10159.0
2.0	4.0	3.0	2021.0
4.0	7.0	3.0	-510.0
7.0	3.0	3.0	-1588.0
3.0	0.0	0.0	595.0
0.0	8.0	0.0	7207.0
8.0	6.0	0.0	10508.0
6.0	5.0	0.0	-10514.0
5.0	0.0	3.0	4586.0
0.0	9.0	3.0	6980.0
9.0	8.0	3.0	9887.0
8.0	4.0	2.0	-6541.0
4.0	1.0	1.0	3663.0
7.0	1.0	0.0	2295.0
1.0	2.0	0.0	-106.0
2.0	9.0	3.0	10652.0
9.0	1.0	3.0	743.0
1.0	4.0	0.0	18866.0
4.0	6.0	0.0	-20494.0
6.0	7.0	0.0	14158.0
7.0	0.0	3.0	-11998.0
0.0	3.0	3.0	336.0
3.0	5.0	3.0	17378.0
5.0	8.0	3.0	-2809.0
8.0	6.0	1.0	11648.0
6.0	4.0	0.0	-31702.0
4.0	7.0	3.0	637.0
0.0	7.0	0.0	10368.0
7.0	5.0	3.0	11000.0
5.0	2.0	0.0	-3405.0
2.0	3.0	0.0	8011.0
3.0	9.0	3.0	16715.0
9.0	5.0	0.0	5500.0
5.0	7.0	3.0	-10435.0
7.0	0.0	3.0	8590.0
0.0	2.0	3.0	12283.0
2.0	1.0	3.0	-8156.0
1.0	4.0	0.0	5424.0
4.0	3.0	3.0	2191.0
3.0	8.0	0.0	9710.0
8.0	6.0	1.0	-8474.0
9.0	8.0	0.0	-474.0
8.0	4.0	0.0	21488.0
4.0	2.0	3.0	7744.0
2.0	5.0	3.0	995.0
5.0	7.0	3.0	713.0
7.0	1.0	3.0	-3049.0
1.0	3.0	3.0	12351.0
3.0	0.0	3.0	-2612.0
0.0	7.0	2.0	2506.0
7.0	4.0	3.0	-3469.0
4.0	8.0	0.0	5400.0
8.0	9.0	0.0	463.0
9.0	6.0	0.0	8674.0
6.0	3.0	0.0	11734.0
1.0	3.0	1.0	2773.0
3.0	2.0	0.0	-8829.0
2.0	1.0	1.0	8959.0
1.0	0.0	3.0	-981.0
0.0	9.0	0.0	-56.0
9.0	5.0	3.0	-2714.0
5.0	7.0	0.0	-8679.0
7.0	8.0	0.0	16111.0
8.0	4.0	3.0	-4052.0
4.0	6.0	3.0	-3758.0
6.0	3.0	3.0	10556.0
3.0	6.0	4.0	108309.0
6.0	0.0	2.0	-10214.0
0.0	2.0	3.0	6269.0
1.0	2.0	3.0	8518.0
2.0	9.0	3.0	227.0
9.0	8.0	3.0	4410.0
8.0	7.0	0.0	-5566.0
7.0	5.0	3.0	9338.0
5.0	7.0	0.0	-14186.0
7.0	4.0	3.0	5380.0
4.0	1.0	4.0	91442.0
1.0	6.0	3.0	6525.0
6.0	9.0	1.0	10647.0
9.0	8.0	0.0	1061.0
8.0	0.0	3.0	3636.0
0.0	2.0	0.0	6383.0
2.0	3.0	3.0	-4994.0
8.0	7.0	3.0	3318.0
7.0	0.0	3.0	11430.0
0.0	9.0	0.0	-23964.0
9.0	1.0	0.0	-9849.0
1.0	4.0	0.0	9488.0
4.0	2.0	0.0	-4372.0
2.0	3.0	0.0	7373.0
3.0	6.0	0.0	6989.0
6.0	1.0	3.0	12891.0
1.0	3.0	0.0	-2559.0
3.0	8.0	3.0	3159.0
8.0	0.0	0.0	8221.0
0.0	9.0	1.0	5248.0
9.0	2.0	0.0	13484.0
2.0	4.0	0.0	-3763.0
4.0	5.0	0.0	10388.0
5.0	9.0	3.0	10560.0
9.0	2.0	0.0	13053.0
2.0	0.0	3.0	17796.0
0.0	7.0	3.0	-14920.0
7.0	6.0	1.0	5393.0
6.0	4.0	3.0	1234.0
4.0	1.0	0.0	-7344.0
1.0	8.0	3.0	5042.0
8.0	3.0	0.0	5285.0
3.0	1.0	3.0	8815.0
1.0	9.0	2.0	-6050.0
9.0	2.0	0.0	15233.0
0.0	7.0	3.0	3987.0
7.0	2.0	0.0	8096.0
2.0	8.0	3.0	1634.0
8.0	6.0	4.0	100226.0
6.0	5.0	3.0	4174.0
5.0	4.0	3.0	3964.0
4.0	1.0	3.0	-1387.0
1.0	6.0	0.0	7592.0
6.0	9.0	3.0	3688.0
9.0	2.0	3.0	340.0
2.0	0.0	3.0	1743.0
0.0	8.0	0.0	-6693.0
8.0	7.0	2.0	5265.0
7.0	3.0	3.0	2362.0
9.0	1.0	3.0	-2371.0
1.0	0.0	0.0	10470.0
0.0	2.0	3.0	-4405.0
2.0	4.0	3.0	5125.0
4.0	3.0	3.0	1831.0
3.0	5.0	3.0	173.0
5.0	7.0	3.0	2997.0
7.0	8.0	3.0	12966.0
8.0	6.0	0.0	-10029.0
6.0	0.0	0.0	-7860.0
0.0	9.0	3.0	7600.0
9.0	1.0	0.0	-19771.0
1.0	4.0	1.0	14461.0
4.0	7.0	2.0	-12994.0
7.0	5.0	3.0	1742.0
5.0	2.0	0.0	1745.0
2.0	9.0	3.0	1476.0
9.0	6.0	3.0	5798.0
6.0	1.0	3.0	6428.0
1.0	3.0	0.0	-7505.0
3.0	7.0	3.0	8883.0
7.0	4.0	3.0	3118.0
4.0	0.0	3.0	-3141.0
0.0	5.0	2.0	-4285.0
5.0	8.0	0.0	3222.0
8.0	5.0	3.0	-10128.0
5.0	1.0	0.0	7830.0
1.0	2.0	3.0	6840.0
4.0	0.0	0.0	16396.0
0.0	6.0	3.0	2288.0
6.0	7.0	1.0	-1131.0
7.0	3.0	0.0	4092.0
3.0	2.0	0.0	4718.0
2.0	6.0	2.0	9915.0
6.0	7.0	0.0	2289.0
7.0	0.0	0.0	-6159.0
0.0	8.0	0.0	-1049.0
8.0	1.0	0.0	19591.0
1.0	4.0	1.0	2495.0
4.0	9.0	0.0	-26954.0
9.0	3.0	0.0	10372.0
3.0	5.0	3.0	-10920.0
1.0	2.0	0.0	-10568.0
2.0	9.0	3.0	5489.0
9.0	8.0	0.0	2961.0
8.0	3.0	3.0	10159.0
3.0	7.0	3.0	-1855.0
7.0	4.0	3.0	5446.0
4.0	0.0	3.0	12915.0
0.0	5.0	3.0	-1402.0
5.0	9.0	0.0	-14053.0
9.0	1.0	3.0	6762.0
1.0	0.0	2.0	3206.0
0.0	2.0	3.0	4354.0
2.0	7.0	0.0	-19243.0
7.0	6.0	4.0	107075.0
8.0	4.0	3.0	2266.0
4.0	3.0	0.0	1446.0
3.0	9.0	3.0	1819.0
9.0	6.0	3.0	6100.0
6.0	7.0	1.0	-2157.0
7.0	0.0	0.0	2426.0
0.0	2.0	3.0	7827.0
2.0	1.0	1.0	-7320.0
1.0	4.0	0.0	4261.0
4.0	8.0	0.0	10370.0
8.0	5.0	3.0	5921.0
5.0	6.0	4.0	93378.0
6.0	8.0	0.0	-659.0
8.0	9.0	2.0	-369.0
1.0	0.0	1.0	4503.0
0.0	2.0	3.0	9323.0
2.0	4.0	0.0	-4079.0
4.0	7.0	3.0	14463.0
7.0	9.0	3.0	1434.0
9.0	8.0	0.0	-1619.0
8.0	1.0	3.0	2074.0
1.0	2.0	0.0	3903.0
2.0	7.0	0.0	5119.0
7.0	4.0	3.0	2808.0
4.0	3.0	0.0	10662.0
3.0	5.0	3.0	-544.0
5.0	0.0	3.0	2408.0
0.0	6.0	3.0	1877.0
4.0	9.0	0.0	-8636.0
9.0	3.0	0.0	25436.0
3.0	1.0	3.0	-3026.0
1.0	2.0	3.0	-2896.0
2.0	5.0	0.0	24997.0
5.0	8.0	0.0	-15863.0
8.0	6.0	3.0	15896.0
6.0	7.0	0.0	-17762.0
7.0	9.0	3.0	13306.0
9.0	1.0	0.0	-12869.0
1.0	6.0	1.0	-5639.0
6.0	4.0	2.0	4036.0
4.0	2.0	0.0	-13758.0
2.0	5.0	3.0	34347.0
5.0	0.0	3.0	8178.0
0.0	8.0	3.0	-5255.0
8.0	1.0	3.0	5478.0
1.0	2.0	3.0	-1176.0
2.0	3.0	3.0	2661.0
3.0	4.0	0.0	2069.0
4.0	7.0	0.0	-2478.0
7.0	6.0	3.0	681.0
6.0	5.0	3.0	21898.0
5.0	0.0	0.0	-13475.0
0.0	9.0	3.0	1129.0
9.0	3.0	0.0	15512.0
3.0	2.0	0.0	23083.0
2.0	8.0	2.0	4261.0
0.0	7.0	0.0	5601.0
7.0	1.0	3.0	7846.0
1.0	6.0	3.0	-5884.0
6.0	4.0	0.0	-8707.0
4.0	8.0	3.0	11252.0
8.0	7.0	0.0	-7501.0
7.0	3.0	0.0	27232.0
3.0	2.0	0.0	7481.0
2.0	0.0	2.0	-13442.0
0.0	1.0	2.0	1615.0
1.0	9.0	3.0	-2849.0
9.0	6.0	1.0	11470.0
6.0	4.0	1.0	-436.0
4.0	5.0	0.0	1540.0
4.0	9.0	3.0	10626.0
9.0	0.0	3.0	1358.0
0.0	6.0	3.0	6515.0
6.0	1.0	3.0	-10369.0
1.0	7.0	0.0	5207.0
7.0	2.0	0.0	26636.0
2.0	5.0	3.0	-344.0
5.0	8.0	3.0	3978.0
8.0	1.0	0.0	-5790.0
1.0	0.0	0.0	10076.0
0.0	9.0	0.0	469.0
9.0	7.0	0.0	4437.0
7.0	5.0	2.0	-3024.0
5.0	2.0	3.0	298.0
2.0	3.0	0.0	643.0
3.0	4.0	0.0	5886.0
4.0	6.0	0.0	-4111.0
6.0	5.0	3.0	7165.0
5.0	9.0	3.0	-3656.0
9.0	1.0	0.0	-25333.0
1.0	7.0	3.0	17664.0
7.0	8.0	3.0	10044.0
8.0	2.0	0.0	10352.0
2.0	0.0	0.0	-6994.0
0.0	3.0	3.0	10040.0
3.0	1.0	3.0	8301.0
1.0	6.0	4.0	104719.0
6.0	8.0	0.0	11399.0
8.0	9.0	3.0	4751.0
9.0	7.0	0.0	1337.0
7.0	2.0	3.0	2327.0
2.0	0.0	0.0	1694.0
0.0	4.0	0.0	11095.0
4.0	2.0	0.0	13745.0
2.0	5.0	0.0	8003.0
5.0	3.0	0.0	315.0
3.0	1.0	3.0	19663.0
1.0	7.0	3.0	13692.0
7.0	6.0	4.0	101642.0
6.0	0.0	0.0	-35000.0
0.0	9.0	2.0	18227.0
9.0	8.0	2.0	-2.0
2.0	0.0	3.0	10133.0
0.0	3.0	3.0	-1995.0
3.0	5.0	3.0	5823.0
5.0	7.0	3.0	5664.0
7.0	9.0	0.0	-273.0
9.0	4.0	3.0	5796.0
4.0	6.0	4.0	100584.0
6.0	8.0	3.0	-876.0
8.0	1.0	3.0	2663.0
1.0	7.0	0.0	9223.0
7.0	9.0	3.0	8797.0
