-2.5428562	-2.5695305	-1.8287206	-1.7281473	-2.5695305	-2.5695305	-2.5695305	-2.5695305	-2.196481	-2.4182746
-2.599661	-2.761099	-1.7737896	-1.458142	-2.761099	-2.761099	-2.761099	-2.761099	-2.3604593	-2.1816404
-2.5428562	-2.5695305	-1.8287206	-1.7281473	-2.5695305	-2.5695305	-2.5695305	-2.5695305	-2.196481	-2.4182746
-2.5428562	-2.5695305	-1.8287206	-1.7281473	-2.5695305	-2.5695305	-2.5695305	-2.5695305	-2.196481	-2.4182746
-2.5428562	-2.5695305	-1.8287206	-1.7281473	-2.5695305	-2.5695305	-2.5695305	-2.5695305	-2.196481	-2.4182746
-2.5428562	-2.5695305	-1.8287206	-1.7281473	-2.5695305	-2.5695305	-2.5695305	-2.5695305	-2.196481	-2.4182746
-2.7185936	-2.7537203	-1.7188473	-1.4315132	-2.7537203	-2.7537203	-2.7537203	-2.7537203	-2.3302243	-2.3017216
-2.329858	-2.4772084	-1.980004	-1.9756244	-2.4772084	-2.4772084	-2.4772084	-2.4772084	-2.1606462	-2.3989878
-2.329858	-2.4772084	-1.980004	-1.9756244	-2.4772084	-2.4772084	-2.4772084	-2.4772084	-2.1606462	-2.3989878
-2.329858	-2.4772084	-1.980004	-1.9756244	-2.4772084	-2.4772084	-2.4772084	-2.4772084	-2.1606462	-2.3989878
