-1.9850533	0.7719103	0.6129583	-1.0092279	-0.723995	0.609742	-0.6602757	0.6960386	0.011187471	0.59603745
1.5066851	-1.8433063	1.0746846	-0.73520625	0.46417633	0.5872281	-1.143453	0.17884032	-0.7879446	0.63027406
1.1783653	0.09824081	0.48144028	-0.7986366	-0.807665	0.7185646	-0.90169936	0.06497231	0.940806	-0.19030714
1.8323399	0.41273516	1.455107	0.23056765	1.0681973	0.26761276	-0.5055977	0.33949775	-0.62849087	-0.18297869
-1.374507	-1.0066496	0.23560643	0.16440009	0.38543585	1.0389656	-1.674147	-0.34791154	0.7309406	0.77969
-1.1092051	1.7213362	-0.7675646	-0.9802034	-1.8317332	0.6762667	-1.8230103	-0.41230765	-0.6824234	1.2506009
-1.4732357	1.2944585	0.7729981	1.5576302	-0.96591306	-0.61562246	2.9281392	1.4502089	1.9093206	-2.0109046
-1.38514	0.410061	-1.1658068	-0.6315403	0.27521053	-0.5959258	-1.7575014	-0.7370917	-1.0548161	-0.13751373
1.3271763	-0.8627298	-0.30344465	0.9433353	0.7957204	-0.8228429	1.0395153	0.73568356	1.1084676	0.52551305
-2.072729	0.6959688	-0.63791794	-0.34667245	-0.1460785	-0.530248	-0.7850496	-0.42797378	-2.2285721	1.3714936
