-1.985609	-2.0978184	-2.6249728	-2.6249728	-2.44414	-2.6249728	-2.2468784	-2.1148596	-2.6249728	-1.9875367
-1.7342095	-2.1605191	-2.8620648	-2.8620648	-2.8620648	-2.8620648	-2.1057825	-1.8946083	-2.8620648	-1.8950272
-1.985609	-2.0978184	-2.6249728	-2.6249728	-2.44414	-2.6249728	-2.2468784	-2.1148596	-2.6249728	-1.9875367
-1.985609	-2.0978184	-2.6249728	-2.6249728	-2.44414	-2.6249728	-2.2468784	-2.1148596	-2.6249728	-1.9875367
-1.985609	-2.0978184	-2.6249728	-2.6249728	-2.44414	-2.6249728	-2.2468784	-2.1148596	-2.6249728	-1.9875367
-1.985609	-2.0978184	-2.6249728	-2.6249728	-2.44414	-2.6249728	-2.2468784	-2.1148596	-2.6249728	-1.9875367
-1.8262578	-2.0856857	-2.805751	-2.805751	-2.7319496	-2.805751	-2.1574805	-1.9513766	-2.805751	-1.8962467
-1.9951893	-2.1761348	-2.5561619	-2.5561619	-2.4078474	-2.5561619	-2.2501733	-2.1624742	-2.5561619	-2.0425718
-1.9951893	-2.1761348	-2.5561619	-2.5561619	-2.4078474	-2.5561619	-2.2501733	-2.1624742	-2.5561619	-2.0425718
-1.9951893	-2.1761348	-2.5561619	-2.5561619	-2.4078474	-2.5561619	-2.2501733	-2.1624742	-2.5561619	-2.0425718
