-1.9006307	-2.6315794	-2.6315794	-2.6315794	-2.6315794	-1.8542179	-2.0498137	-2.0143793	-2.6315794	-2.6315794
-2.9062276	-2.9062276	-2.9062276	-2.9062276	-2.9062276	-2.9062276	-2.3070574	-1.5460255	-1.1888162	-2.9062276
-1.9006307	-2.6315794	-2.6315794	-2.6315794	-2.6315794	-1.8542179	-2.0498137	-2.0143793	-2.6315794	-2.6315794
-1.9006307	-2.6315794	-2.6315794	-2.6315794	-2.6315794	-1.8542179	-2.0498137	-2.0143793	-2.6315794	-2.6315794
-1.9006307	-2.6315794	-2.6315794	-2.6315794	-2.6315794	-1.8542179	-2.0498137	-2.0143793	-2.6315794	-2.6315794
-1.9006307	-2.6315794	-2.6315794	-2.6315794	-2.6315794	-1.8542179	-2.0498137	-2.0143793	-2.6315794	-2.6315794
-2.2381194	-2.8209434	-2.8209434	-2.8209434	-2.8209434	-1.6238263	-1.6371211	-1.9354419	-2.8209434	-2.8209434
-2.4311981	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-1.9052376	-1.4736631	-2.5729017
-2.4311981	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-1.9052376	-1.4736631	-2.5729017
-2.4311981	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-2.5729017	-1.9052376	-1.4736631	-2.5729017
